cvemodeloeducativo,cveplanestudio,cvemodulo,grado,cvetrayecto,cvetipomodulo,consecutivoorden,estado,creditos,descripcion,descorta,siglema
"2025,ASDI25,ICNM00,1,XXX,FE,6,A,9,""Ciencias Naturales, Experimentales y Tecnología I. Invitación a la ciencia. Naturaleza de la materia"",""Ciencias Naturales, Experimentales y Tecnología I. Invitación a la ciencia. Naturaleza de la materia"",ICNM"
"2025,ASDI25,ECRP00,1,XXX,FE,7,A,6.75,""Ciencias Sociales I. Estado, ciudadanía y relaciones de poder"",""Ciencias Sociales I. Estado, ciudadanía y relaciones de poder"",ECRP"
2025,ASDI25,FSE100,1,XXX,CA,8,A,4.5,Formación Socioemocional I,Formación Socioemocional I,FSE1
"2025,ASDI25,LIPC00,2,XXX,CF,1,A,4.5,""Lengua y Comunicación II. Libertad para imaginar, poder para comunicar"",""Lengua y Comunicación II. Libertad para imaginar, poder para comunicar"",LIPC"
2025,ASDI25,INAL00,2,XXX,CF,2,A,9,Pensamiento Matemático II. Introducción al álgebra,Pensamiento Matemático II. Introducción al álgebra,INAL
"2025,ASDI25,ETPE00,2,XXX,FE,3,A,9,""Ciencias Naturales, Experimentales y Tecnología II. El poder de la energía"",""Ciencias Naturales, Experimentales y Tecnología II. El poder de la energía"",ETPE"
"2025,ASDI25,ORSE00,2,XXX,CF,4,A,2.25,""Ciencias Sociales II. Organización, relaciones sociales y económicas"",""Ciencias Sociales II. Organización, relaciones sociales y económicas"",ORSE"
2025,ASDI25,REFC00,2,XXX,CF,5,A,6.75,Pensamiento Filosófico y Humanidades II. Las reflexiones filosóficas sobre el Conocer,Pensamiento Filosófico y Humanidades II. Las reflexiones filosóficas sobre el Conocer,REFC
2025,ASDI25,APIC00,2,XXX,CF,6,A,2.25,Cultura Digital II. Aprendizaje individual y colaborativo,Cultura Digital II. Aprendizaje individual y colaborativo,APIC
2025,ASDI25,THFA00,2,XXX,CF,7,A,6.75,Inglés II. These are a few of my favorite things,Inglés II. These are a few of my favorite things,THFA
2025,ASDI25,FSE200,2,XXX,CA,8,A,4.5,Formación Socioemocional II,Formación Socioemocional II,FSE2
2025,ASDI25,MPAD21,2,XXX,CL,9,A,10,Manejo del proceso administrativo,Manejo del proceso administrativo,MPAD
2025,ASDI25,MCON21,2,XXX,CL,10,A,14,Manejo del proceso contable,Manejo del proceso contable,MCON
2025,ASDI25,OREM21,2,XXX,CL,11,A,6,Organización de empresas,Organización de empresas,OREM
"2025,ASDI25,DCAP00,3,XXX,CF,1,A,4.5,""Lengua y Comunicación III. Describir culturas, apropiarse de las palabras"",""Lengua y Comunicación III. Describir culturas, apropiarse de las palabras"",DCAP"
2025,ASDI25,PAIG00,3,XXX,CF,2,A,6.75,Pensamiento Matemático III. Pensamiento algebraico e introducción a geometría plana,Pensamiento Matemático III. Pensamiento algebraico e introducción a geometría plana,PAIG
2025,ASDI25,LRFH00,3,XXX,CF,3,A,2.25,Pensamiento Filosófico y Humanidades III. Las reflexiones filosóficas sobre el Hacer,Pensamiento Filosófico y Humanidades III. Las reflexiones filosóficas sobre el Hacer,LRFH
"2025,ASDI25,WWWS00,3,XXX,CF,4,A,4.5,""Inglés III. What we were, we share"",""Inglés III. What we were, we share"",WWWS"
"2025,ASDI25,SITE00,3,XXX,FE,5,A,4.5,""Ciencias Naturales, Experimentales y Tecnología III. Nuestro hogar. El sistema terrestre"",""Ciencias Naturales, Experimentales y Tecnología III. Nuestro hogar. El sistema terrestre"",SITE"
2025,ASDI25,FSE300,3,XXX,CA,6,A,2.25,Formación Socioemocional III,Formación Socioemocional III,FSE3
2025,ASDI25,MPRM21,3,XXX,CL,7,A,8,Manejo del proceso mercantil,Manejo del proceso mercantil,MPRM
2025,ASDI25,CALF21,3,XXX,CL,8,A,10,Cálculo financiero,Cálculo financiero,CALF
2025,ASDI25,MEOF21,3,XXX,CL,9,A,10,Manejo de equipo de oficina,Manejo de equipo de oficina,MEOF
2025,ASDI25,CODO21,3,XXX,CL,10,A,10,Control de documentación,Control de documentación,CODO
2025,ASDI25,COSI21,3,XXX,CL,11,A,10,Control de sistemas de archivo,Control de sistemas de archivo,COSI
"2025,ASDI25,EXIV00,4,XXX,CF,1,A,9,""Ciencias Naturales, Experimentales y Tecnología IV. El poder de la química"",""Ciencias Naturales, Experimentales y Tecnología IV. El poder de la química"",EXIV"
2025,ASDI25,LDRA00,4,XXX,CF,2,A,2.25,Ciencias Sociales III. Las dinámicas de la realidad actual: la condición estudiantil al centro,Ciencias Sociales III. Las dinámicas de la realidad actual: la condición estudiantil al centro,LDRA
2025,ASDI25,CRHI00,4,XXX,CF,3,A,2.25,Conciencia Histórica I. Coordenadas de la Historia,Conciencia Histórica I. Coordenadas de la Historia,CRHI
2025,ASDI25,SSSG00,4,XXX,CF,4,A,6.75,Inglés IV. Should I stay or should I go?,Inglés IV. Should I stay or should I go?,SSSG
2025,ASDI25,TRGA00,4,XXX,FE,5,A,9,Pensamiento Matemático IV. Trigonometría y geometría analítica,Pensamiento Matemático IV. Trigonometría y geometría analítica,TRGA
2025,ASDI25,FSE400,4,XXX,CA,6,A,4.5,Formación Socioemocional IV,Formación Socioemocional IV,FSE4
2025,ASDI25,COME21,4,XXX,CL,7,A,10,Comunicación empresarial,Comunicación empresarial,COME
2025,ASDI25,EDPA21,4,XXX,CL,8,A,10,Elaboración de documentación personal y administrativa,Elaboración de documentación personal y administrativa,EDPA
2025,ASDI25,OSIN21,4,XXX,CL,9,A,10,Operación de sistemas de información,Operación de sistemas de información,OSIN
2025,ASDI25,MSAE21,4,MSA,TT,10,A,10,Manejo del sistema administrativo empresarial,Manejo del sistema administrativo empresarial,MSAE
2025,ASDI25,MSCO21,4,ATC,TT,11,A,10,Manejo de sistemas de contabilidad,Manejo de sistemas de contabilidad,MSCO
2025,ASDI25,CLAR21,4,MTI,TT,12,A,10,Clasificación arancelaria,Clasificación arancelaria,CLAR
2025,ASDI25,CLEI21,4,SAC,TT,13,A,10,Comprensión de lectura y escritura en inglés,Comprensión de lectura y escritura en inglés,CLEI
2025,ASDI25,MMRC21,4,OCIE,TT,14,A,10,Manejo del marco regulatorio de comercio para la industria de exportación,Manejo del marco regulatorio de comercio para la industria de exportación,MMRC
2025,ASDI25,MPLO21,4,LGC,TT,15,A,10,Manejo de procedimientos logísticos,Manejo de procedimientos logísticos,MPLO
2025,ASDI25,LICO21,4,LIEC,TT,16,A,10,Liderazgo comunitario,Liderazgo comunitario,LICO
2025,ASDI25,CMIT21,4,CPIT,TT,17,A,10,Comunicación en inglés con el turista,Comunicación en inglés con el turista,CMIT
2025,ASDI25,GEIS21,4,ADSE,TT,18,A,10,Gestión integral de seguros,Gestión integral de seguros,GEIS
2025,ASDI25,SCCE21,4,AECE,TT,19,A,10,Solución de conflictos de cobranza extrajudicial,Solución de conflictos de cobranza extrajudicial,SCCE
2025,ASDI25,MDOB21,4,SFB,TT,20,A,10,Manejo de operaciones bancarias,Manejo de operaciones bancarias,MDOB
2025,ASDI25,TVEN21,4,OPV,TT,21,A,10,Manejo de técnicas de venta,Manejo de técnicas de venta,TVEN
2025,ASDI25,MCLA21,4,ODA,TT,22,A,10,Merceología y clasificación arancelaria,Merceología y clasificación arancelaria,MCLA
"2025,ASDI25,EXTV00,5,XXX,CF,1,A,6.75,""Ciencias Naturales, Experimentales y Tecnología V. Del átomo al universo. Fuerza y Energía"",""Ciencias Naturales, Experimentales y Tecnología V. Del átomo al universo. Fuerza y Energía"",EXTV"
2025,ASDI25,EXHI00,5,XXX,CF,2,A,4.5,Conciencia Histórica II. La experiencia histórica,Conciencia Histórica II. La experiencia histórica,EXHI
2025,ASDI25,WATC00,5,XXX,CF,3,A,6.75,Inglés V. We are the champions,Inglés V. We are the champions,WATC
2025,ASDI25,CADI00,5,XXX,FE,4,A,11.25,Pensamiento Matemático V. Cálculo diferencial,Pensamiento Matemático V. Cálculo diferencial,CADI
2025,ASDI25,FSE500,5,XXX,CA,5,A,4.5,Formación Socioemocional V,Formación Socioemocional V,FSE5
2025,ASDI25,MPCG21,5,XXX,CL,6,A,10,Manejo del proceso de control de gestión,Manejo del proceso de control de gestión,MPCG
2025,ASDI25,APRH21,5,XXX,CL,7,A,10,Aplicación del proceso de recursos humanos,Aplicación del proceso de recursos humanos,APRH
2025,ASDI25,CAGE21,5,XXX,CL,8,A,10,Control de agenda de trabajo,Control de agenda de trabajo,CAGE
2025,ASDI25,MSCI21,5,MSA,TT,9,A,10,Manejo del sistema de contabilidad integral,Manejo del sistema de contabilidad integral,MSCI
2025,ASDI25,MCAD21,5,ATC,TT,10,A,10,Manejo de la contabilidad administrativa,Manejo de la contabilidad administrativa,MCAD
2025,ASDI25,MDUC21,5,MTI,TT,11,A,10,Manejo de documentación de comercio exterior,Manejo de documentación de comercio exterior,MDUC
2025,ASDI25,ATCI21,5,SAC,TT,12,A,10,Atención telefónica a clientes en inglés,Atención telefónica a clientes en inglés,ATCI
2025,ASDI25,AMRC21,5,OCIE,TT,13,A,10,Aplicación del marco regulatorio de comercio para la industria de exportación,Aplicación del marco regulatorio de comercio para la industria de exportación,AMRC
2025,ASDI25,DRDI21,5,LGC,TT,14,A,10,Diseño de redes de distribución,Diseño de redes de distribución,DRDI
2025,ASDI25,EPNE21,5,LIEC,TT,15,A,10,Elaboración del plan de negocios,Elaboración del plan de negocios,EPNE
2025,ASDI25,CIHR21,5,CPIT,TT,16,A,10,Comunicación en inglés en hoteles y restaurantes,Comunicación en inglés en hoteles y restaurantes,CIHR
2025,ASDI25,OPNV21,5,ADSE,TT,17,A,10,Operación del negocio de vida,Operación del negocio de vida,OPNV
2025,ASDI25,ECEC21,5,AECE,TT,18,A,10,Estrategias para la cobranza extrajudicial de cartera vencida,Estrategias para la cobranza extrajudicial de cartera vencida,ECEC
2025,ASDI25,AEBD21,5,SFB,TT,19,A,10,Atención en banca digital,Atención en banca digital,AEBD
2025,ASDI25,ATSC21,5,OPV,TT,20,A,10,Atención y servicio a clientes,Atención y servicio a clientes,ATSC
2025,ASDI25,RRCE21,5,ODA,TT,21,A,10,Regulaciones y restricciones al comercio exterior,Regulaciones y restricciones al comercio exterior,RRCE
"2025,ASDI25,CINT00,6,XXX,CF,1,A,4.5,""Ciencias Naturales, Experimentales y Tecnología VI. ¿Qué es la vida? Evolución y diversidad biológica"",""Ciencias Naturales, Experimentales y Tecnología VI. ¿Qué es la vida? Evolución y diversidad biológica"",CINT"
2025,ASDI25,NTIH00,6,XXX,CF,2,A,2.25,Conciencia Histórica III. Navegar en el tiempo investigaciones históricas,Conciencia Histórica III. Navegar en el tiempo investigaciones históricas,NTIH
2025,ASDI25,PEEP00,6,XXX,FE,3,A,6.75,Pensamiento Matemático VI. Pensamiento estadístico y probabilístico,Pensamiento Matemático VI. Pensamiento estadístico y probabilístico,PEEP
2025,ASDI25,UDDC00,6,XXX,FE,4,A,2.25,Cultura Digital III. Uso y difusión del conocimiento,Cultura Digital III. Uso y difusión del conocimiento,UDDC
2025,ASDI25,FSE600,6,XXX,CA,5,A,4.5,Formación socioemocional VI,Formación socioemocional VI,FSE600
2025,ASDI25,FEMP21,6,XXX,CL,6,A,4,Emprendimiento e innovación,Emprendimiento e innovación,FEMP
2025,ASDI25,AECA21,6,XXX,CL,7,A,6,Aplicación de estándares de calidad,Aplicación de estándares de calidad,AECA
2025,ASDI25,DIPA21,6,XXX,CL,8,A,8,Diseño de procedimientos administrativos,Diseño de procedimientos administrativos,DIPA
2025,ASDI25,OSIA21,6,XXX,CL,9,A,8,Operación de sistemas administrativos de la empresa,Operación de sistemas administrativos de la empresa,OSIA
2025,ASDI25,ADRO21,6,XXX,CL,10,A,8,Administración de los recursos de la oficina,Administración de los recursos de la oficina,ADRO
2025,ASDI25,SUSA21,6,XXX,CL,11,A,8,Supervisión de los sistemas de administración,Supervisión de los sistemas de administración,SUSA
2025,ASDI25,MSNO21,6,MSA,TT,12,A,10,Manejo del sistema de nómina integral,Manejo del sistema de nómina integral,MSNO
2025,ASDI25,OCOS21,6,ATC,TT,13,A,10,Operación del sistema de costos,Operación del sistema de costos,OCOS
2025,ASDI25,ATPM21,6,MTI,TT,14,A,10,Aplicación de técnicas y procedimientos para el tráfico de mercancías,Aplicación de técnicas y procedimientos para el tráfico de mercancías,ATPM
2025,ASDI25,VETI21,6,SAC,TT,15,A,10,Ventas por teléfono en inglés,Ventas por teléfono en inglés,VETI
2025,ASDI25,APRC21,6,OCIE,TT,16,A,10,Aplicación de procedimientos de comercio para la industria de exportación,Aplicación de procedimientos de comercio para la industria de exportación,APRC
2025,ASDI25,GPRL21,6,LGC,TT,17,A,10,Gestión de proyectos logísticos,Gestión de proyectos logísticos,GPRL
2025,ASDI25,DAPC21,6,LIEC,TT,18,A,10,Diseño y aplicación de un proyecto comunitario,Diseño y aplicación de un proyecto comunitario,DAPC
2025,ASDI25,GSRI21,6,CPIT,TT,19,A,10,Gestión de servicios en inglés,Gestión de servicios en inglés,GSRI
2025,ASDI25,ONEC21,6,ADSE,TT,20,A,10,Operación del negocio de no vida y estrategias comerciales,Operación del negocio de no vida y estrategias comerciales,ONEC
2025,ASDI25,EMPC21,6,AECE,TT,21,A,10,Estrategias para la mejora de los procesos de cobranza extrajudicial y rentabilidad de los portafolios de cobranza,Estrategias para la mejora de los procesos de cobranza extrajudicial y rentabilidad de los portafolios de cobranza,EMPC
2025,ASDI25,AACL21,6,SFB,TT,22,A,10,Atención al cliente,Atención al cliente,AACL
2025,ASDI25,VEBS21,6,OPV,TT,23,A,10,Venta de bienes y servicios,Venta de bienes y servicios,VEBS
2025,ASDI25,CCCE21,6,ODA,TT,24,A,10,Cálculo de contribuciones al comercio exterior,Cálculo de contribuciones al comercio exterior,CCCE
2025,ATRO25,LEPJ00,1,XXX,CF,1,A,11.25,Lengua y Comunicación I. Leer y escribir para pensarnos juntos,Lengua y Comunicación I. Leer y escribir para pensarnos juntos,LEPJ
"2025,ATRO25,TBON00,1,XXX,CF,2,A,9,""Inglés I. To be, or not to be, that is the question"",""Inglés I. To be, or not to be, that is the question"",TBON"
2025,ATRO25,PEAR00,1,XXX,CF,3,A,11.25,Pensamiento Matemático I. Pensamiento aritmético,Pensamiento Matemático I. Pensamiento aritmético,PEAR
2025,ATRO25,CIDI00,1,XXX,CF,4,A,11.25,Cultura Digital I. Ciudadanía digital,Cultura Digital I. Ciudadanía digital,CIDI
2025,ATRO25,EFPH00,1,XXX,CF,5,A,15.75,Pensamiento Filosófico y Humanidades I. El ejercicio de filosofar y la perspectiva humanista,Pensamiento Filosófico y Humanidades I. El ejercicio de filosofar y la perspectiva humanista,EFPH
"2025,ATRO25,ICNM00,1,XXX,FE,6,A,9,""Ciencias Naturales, Experimentales y Tecnología I. Invitación a la ciencia. Naturaleza de la materia"",""Ciencias Naturales, Experimentales y Tecnología I. Invitación a la ciencia. Naturaleza de la materia"",ICNM"
"2025,ATRO25,ECRP00,1,XXX,FE,7,A,6.75,""Ciencias Sociales I. Estado, ciudadanía y relaciones de poder"",""Ciencias Sociales I. Estado, ciudadanía y relaciones de poder"",ECRP"
2025,ATRO25,FSE100,1,XXX,CA,8,A,4.5,Formación Socioemocional I,Formación Socioemocional I,FSE1
"2025,ATRO25,LIPC00,2,XXX,CF,1,A,4.5,""Lengua y Comunicación II. Libertad para imaginar, poder para comunicar"",""Lengua y Comunicación II. Libertad para imaginar, poder para comunicar"",LIPC"
2025,ATRO25,INAL00,2,XXX,CF,2,A,9,Pensamiento Matemático II. Introducción al álgebra,Pensamiento Matemático II. Introducción al álgebra,INAL
"2025,ATRO25,ETPE00,2,XXX,FE,3,A,9,""Ciencias Naturales, Experimentales y Tecnología II. El poder de la energía"",""Ciencias Naturales, Experimentales y Tecnología II. El poder de la energía"",ETPE"
"2025,ATRO25,ORSE00,2,XXX,CF,4,A,2.25,""Ciencias Sociales II. Organización, relaciones sociales y económicas"",""Ciencias Sociales II. Organización, relaciones sociales y económicas"",ORSE"
2025,ATRO25,REFC00,2,XXX,CF,5,A,6.75,Pensamiento Filosófico y Humanidades II. Las reflexiones filosóficas sobre el Conocer,Pensamiento Filosófico y Humanidades II. Las reflexiones filosóficas sobre el Conocer,REFC
2025,ATRO25,APIC00,2,XXX,CF,6,A,2.25,Cultura Digital II. Aprendizaje individual y colaborativo,Cultura Digital II. Aprendizaje individual y colaborativo,APIC
2025,ATRO25,THFA00,2,XXX,CF,7,A,6.75,Inglés II. These are a few of my favorite things,Inglés II. These are a few of my favorite things,THFA
2025,ATRO25,FSE200,2,XXX,CA,8,A,4.5,Formación Socioemocional II,Formación Socioemocional II,FSE2
2025,ATRO25,MHEA21,2,XXX,CL,9,A,6,Manejo de herramienta y equipo automotriz,Manejo de herramienta y equipo automotriz,MHEA
2025,ATRO25,REMO21,2,XXX,CL,10,A,14,Reparación de motores de combustión interna,Reparación de motores de combustión interna,REMO
2025,ATRO25,MAEN21,2,XXX,CL,11,A,10,Mantenimiento de sistemas de enfriamiento,Mantenimiento de sistemas de enfriamiento,MAEN
"2025,ATRO25,DCAP00,3,XXX,CF,1,A,4.5,""Lengua y Comunicación III. Describir culturas, apropiarse de las palabras"",""Lengua y Comunicación III. Describir culturas, apropiarse de las palabras"",DCAP"
2025,ATRO25,PAIG00,3,XXX,CF,2,A,6.75,Pensamiento Matemático III. Pensamiento algebraico e introducción a geometría plana,Pensamiento Matemático III. Pensamiento algebraico e introducción a geometría plana,PAIG
2025,ATRO25,LRFH00,3,XXX,CF,3,A,2.25,Pensamiento Filosófico y Humanidades III. Las reflexiones filosóficas sobre el Hacer,Pensamiento Filosófico y Humanidades III. Las reflexiones filosóficas sobre el Hacer,LRFH
"2025,ATRO25,WWWS00,3,XXX,CF,4,A,4.5,""Inglés III. What we were, we share"",""Inglés III. What we were, we share"",WWWS"
"2025,ATRO25,SITE00,3,XXX,FE,5,A,4.5,""Ciencias Naturales, Experimentales y Tecnología III. Nuestro hogar. El sistema terrestre"",""Ciencias Naturales, Experimentales y Tecnología III. Nuestro hogar. El sistema terrestre"",SITE"
2025,ATRO25,FSE300,3,XXX,CA,6,A,2.25,Formación Socioemocional III,Formación Socioemocional III,FSE3
2025,ATRO25,MALU21,3,XXX,CL,7,A,6,Mantenimiento de sistemas de lubricación,Mantenimiento de sistemas de lubricación,MALU
2025,ATRO25,MAFR21,3,XXX,CL,8,A,12,Mantenimiento de sistemas de frenos,Mantenimiento de sistemas de frenos,MAFR
2025,ATRO25,RESI21,3,XXX,CL,9,A,12,Reparación de sistemas de suspensión,Reparación de sistemas de suspensión,RESI
2025,ATRO25,MEDI21,3,XXX,CL,10,A,8,Mantenimiento de sistemas de dirección,Mantenimiento de sistemas de dirección,MEDI
2025,ATRO25,RESA21,3,XXX,CL,11,A,10,Revisión y servicio de sensores y actuadores,Revisión y servicio de sensores y actuadores,RESA
"2025,ATRO25,EXIV00,4,XXX,CF,1,A,9,""Ciencias Naturales, Experimentales y Tecnología IV. El poder de la química"",""Ciencias Naturales, Experimentales y Tecnología IV. El poder de la química"",EXIV"
2025,ATRO25,LDRA00,4,XXX,CF,2,A,2.25,Ciencias Sociales III. Las dinámicas de la realidad actual: la condición estudiantil al centro,Ciencias Sociales III. Las dinámicas de la realidad actual: la condición estudiantil al centro,LDRA
2025,ATRO25,CRHI00,4,XXX,CF,3,A,2.25,Conciencia Histórica I. Coordenadas de la Historia,Conciencia Histórica I. Coordenadas de la Historia,CRHI
2025,ATRO25,SSSG00,4,XXX,CF,4,A,6.75,Inglés IV. Should I stay or should I go?,Inglés IV. Should I stay or should I go?,SSSG
2025,ATRO25,TRGA00,4,XXX,FE,5,A,9,Pensamiento Matemático IV. Trigonometría y geometría analítica,Pensamiento Matemático IV. Trigonometría y geometría analítica,TRGA
2025,ATRO25,FSE400,4,XXX,CA,6,A,4.5,Formación Socioemocional IV,Formación Socioemocional IV,FSE4
2025,ATRO25,MATR21,4,XXX,CL,7,A,16,Mantenimiento de sistemas de transmisión,Mantenimiento de sistemas de transmisión,MATR
2025,ATRO25,MEEL21,4,XXX,CL,8,A,14,Mantenimiento de sistemas eléctricos y electrónicos,Mantenimiento de sistemas eléctricos y electrónicos,MEEL
2025,ATRO25,DSFA21,4,DET,TT,9,A,10,Diagnóstico y servicio a sistemas de frenos ABS,Diagnóstico y servicio a sistemas de frenos ABS,DSFA
2025,ATRO25,PSOR21,4,ASA,TT,10,A,10,Promoción de servicios,Promoción de servicios,PSOR
2025,ATRO25,RESC21,4,DIC,TT,11,A,10,Revisión y servicio a accesorios,Revisión y servicio a accesorios,RESC
2025,ATRO25,TVEN21,4,OPV,TT,12,A,10,Manejo de técnicas de venta,Manejo de técnicas de venta,TVEN
2025,ATRO25,UTMA21,4,APN,TT,13,A,10,Utilización de materiales,Utilización de materiales,UTMA
2025,ATRO25,MVMS21,4,MEC,TT,14,A,10,Mantenimiento de sistemas de aire acondicionado tipo ventana y mini-split,Mantenimiento de sistemas de aire acondicionado tipo ventana,MVMS
2025,ATRO25,RCAC21,4,REA,TT,15,A,10,Reacondicionamiento de carrocería automotriz por conformado,Reacondicionamiento de carrocería automotriz por conformado,RCAC
2025,ATRO25,PPAA21,4,DPA,TT,16,A,10,Preparación de partes y accesorios automotrices para proceso de pintura,Preparación de partes y accesorios automotrices,PPAA
2025,ATRO25,AFMC21,4,MAM,TT,17,A,10,Afinación de motores con carburador,Afinación de motores con carburador,AFMC
2025,ATRO25,ICSA22,4,APB,TT,18,A,10,Identificación de los componentes del sistema de alto voltaje CC,Identificación de los componentes del sistema de alto voltaje CC,ICSA
2025,ATRO25,MTPI21,4,OMA,TT,19,A,10,Manejo de tecnologías en procesos industriales,Manejo de tecnologías en procesos industriales,MTPI
"2025,ATRO25,EXTV00,5,XXX,CF,1,A,6.75,""Ciencias Naturales, Experimentales y Tecnología V. Del átomo al universo. Fuerza y Energía"",""Ciencias Naturales, Experimentales y Tecnología V. Del átomo al universo. Fuerza y Energía"",EXTV"
2025,ATRO25,EXHI00,5,XXX,CF,2,A,4.5,Conciencia Histórica II. La experiencia histórica,Conciencia Histórica II. La experiencia histórica,EXHI
2025,ATRO25,WATC00,5,XXX,CF,3,A,6.75,Inglés V. We are the champions,Inglés V. We are the champions,WATC
2025,ATRO25,CADI00,5,XXX,FE,4,A,11.25,Pensamiento Matemático V. Cálculo diferencial,Pensamiento Matemático V. Cálculo diferencial,CADI
2025,ATRO25,FSE500,5,XXX,CA,5,A,4.5,Formación Socioemocional V,Formación Socioemocional V,FSE5
2025,ATRO25,DISG21,5,XXX,CL,6,A,10,Diagnóstico y servicio a sistemas del motor a gasolina,Diagnóstico y servicio a sistemas del motor a gasolina,DISG
2025,ATRO25,DISD21,5,XXX,CL,7,A,10,Diagnóstico y servicio a sistemas del motor a diésel,Diagnóstico y servicio a sistemas del motor a diésel,DISD
2025,ATRO25,MACL21,5,XXX,CL,8,A,10,Manejo de técnicas de atención al cliente,Manejo de técnicas de atención al cliente,MACL
2025,ATRO25,DSSE21,5,DET,TT,9,A,10,Diagnóstico y servicio a sistemas de suspensión electrónica,Diagnóstico y servicio a sistemas de suspensión electrónica,DSSE
2025,ATRO25,ATCA21,5,ASA,TT,10,A,10,Aplicación de técnicas de calidad,Aplicación de técnicas de calidad,ATCA
2025,ATRO25,RSTI21,5,DIC,TT,11,A,10,Revisión y servicio al tablero de instrumentos,Revisión y servicio al tablero de instrumentos,RSTI
2025,ATRO25,ATSC21,5,OPV,TT,12,A,10,Atención y servicio a clientes,Atención y servicio a clientes,ATSC
2025,ATRO25,CMMM21,5,APN,TT,13,A,10,Caracterización y manejo de macro y micro materiales,Caracterización y manejo de macro y micro materiales,CMMM
2025,ATRO25,SAUT21,5,MEC,TT,14,A,10,Mantenimiento de sistemas de aire acondicionado tipo automotriz,Mantenimiento de sistemas de aire acondicionado tipo automotriz,SAUT
2025,ATRO25,RCAS21,5,REA,TT,15,A,10,Reacondicionamiento de carrocería automotriz por sustitución de piezas,Reacondicionamiento de carrocería automotriz por sustitución de piezas,RCAS
2025,ATRO25,ASPZ21,5,DPA,TT,16,A,10,Aplicación de sistemas de pintura automotriz,Aplicación de sistemas de pintura automotriz,ASPZ
2025,ATRO25,RTMM21,5,MAM,TT,17,A,10,Reparación del tren motriz de la motocicleta,Reparación del tren motriz de la motocicleta,RTMM
2025,ATRO25,APTS21,5,APB,TT,18,A,10,Aplicación de los procedimientos de trabajo seguro con alto voltaje CC,Aplicación de los procedimientos de trabajo seguro con alto voltaje CC,APTS
2025,ATRO25,OMTM21,5,OMA,TT,19,A,10,Operación y mantenimiento de equipos industriales con tecnologías de manufactura avanzada,Operación y mantenimiento de equipos industriales con tecnologías de manufactura avanzada,OMTM
"2025,ATRO25,CINT00,6,XXX,CF,1,A,4.5,""Ciencias Naturales, Experimentales y Tecnología VI. ¿Qué es la vida? Evolución y diversidad biológica"",""Ciencias Naturales, Experimentales y Tecnología VI. ¿Qué es la vida? Evolución y diversidad biológica"",CINT"
2025,ATRO25,NTIH00,6,XXX,CF,2,A,2.25,Conciencia Histórica III. Navegar en el tiempo investigaciones históricas,Conciencia Histórica III. Navegar en el tiempo investigaciones históricas,NTIH
2025,ATRO25,PEEP00,6,XXX,FE,3,A,6.75,Pensamiento Matemático VI. Pensamiento estadístico y probabilístico,Pensamiento Matemático VI. Pensamiento estadístico y probabilístico,PEEP
2025,ATRO25,UDDC00,6,XXX,FE,4,A,2.25,Cultura Digital III. Uso y difusión del conocimiento,Cultura Digital III. Uso y difusión del conocimiento,UDDC
2025,ATRO25,FSE600,6,XXX,CA,5,A,4.5,Formación socioemocional VI,Formación socioemocional VI,FSE600
2025,ATRO25,FEMP21,6,XXX,CL,6,A,4,Emprendimiento e innovación,Emprendimiento e innovación,FEMP
2025,ATRO25,DIAA21,6,XXX,CL,7,A,10,Diagnóstico y servicio a sistemas de aire acondicionado,Diagnóstico y servicio a sistemas de aire acondicionado,DIAA
2025,ATRO25,RECE21,6,XXX,CL,8,A,8,Revisión y servicio a unidades de control electrónicas,Revisión y servicio a unidades de control electrónicas,RECE
2025,ATRO25,DAVD21,6,XXX,CL,9,A,10,Diagnóstico y servicio a sistemas de audio y video,Diagnóstico y servicio a sistemas de audio y video,DAVD
2025,ATRO25,DIHI21,6,XXX,CL,10,A,10,Diagnóstico y servicio a sistemas de vehículos híbridos,Diagnóstico y servicio a sistemas de vehículos híbridos,DIHI
2025,ATRO25,DSTE21,6,DET,TT,11,A,10,Diagnóstico y servicio a sistemas de transmisión electrónica,Diagnóstico y servicio a sistemas de transmisión electrónica,DSTE
2025,ATRO25,EMDI21,6,ASA,TT,12,A,10,Emisión del diagnóstico,Emisión del diagnóstico,EMDI
2025,ATRO25,DSCB21,6,DIC,TT,13,A,10,Diagnóstico y servicio al sistema de comunicaciones CAN-BUS,Diagnóstico y servicio al sistema de comunicaciones CAN-BUS,DSCB
2025,ATRO25,VEBS21,6,OPV,TT,14,A,10,Venta de bienes y servicios,Venta de bienes y servicios,VEBS
2025,ATRO25,OBNN21,6,APN,TT,15,A,10,Obtención de nanomateriales,Obtención de nanomateriales,OBNN
2025,ATRO25,MSCA21,6,OMA,TT,16,A,10,Manejo de software para control y análisis de procesos industriales,Manejo de software para control y análisis de procesos industriales,MSCA21
2025,ATRO25,MTPA21,6,MEC,TT,17,A,10,Mantenimiento de sistemas de aire acondicionado tipo paquete,Mantenimiento de sistemas de aire acondicionado tipo paquete,MTPA
2025,ATRO25,REEA21,6,REA,TT,18,A,10,Reacondicionamiento de la estructura automotriz,Reacondicionamiento de la estructura automotriz,REEA
2025,ATRO25,MSCM21,6,MAM,TT,19,A,10,Mantenimiento de los sistemas de control de la motocicleta,Mantenimiento de los sistemas de control de la motocicleta,MSCM
